sample_name,x,y,z,r,g,b
F1S4_161026_091_C01,-1.1370207,-2.4502032,1.2997556,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_091_D01,-0.5194687,0.96580106,-2.7043486,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_091_E01,-1.3169906,-0.0943529,1.4229498,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_091_F01,-1.2410473,-3.1629384,1.7512804,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_091_G01,-0.16294955,1.9545617,-4.4164414,1.0,0.24314639860041562,0.2796108519607472
F1S4_161026_092_A01,-0.3671889,0.7867183,1.148269,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_092_B01,-0.49832818,1.4688542,-1.7019436,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_092_C01,-1.0673418,-1.8130249,1.1238837,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_092_D01,-0.5536358,-0.3398865,1.3622303,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_092_E01,-0.5593787,-1.0876199,2.21437,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_092_F01,-0.83209366,0.0036632468,-1.4885098,1.0,0.37200392402708427,0.32165622223175194
F1S4_161026_092_G01,-1.1012756,-3.1173112,2.0923011,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_093_A01,-0.5155625,0.48633882,0.61346257,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_093_B01,-0.98282033,-1.1642394,-0.5395403,1.0,0.30389891222492366,0.24944590880211345
F1S4_161026_093_C01,-0.36397973,0.07217776,0.0931848,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_093_D01,-0.90162796,-1.1685745,0.4693299,1.0,0.30389891222492366,0.24944590880211345
F1S4_161026_093_E01,-0.5106694,0.24449758,-0.14671083,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_093_F01,-0.6393964,-0.5283809,-1.1147627,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_093_G01,-0.33175755,0.68628585,0.7236739,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_094_A01,1.2545785,0.36661023,2.1199687,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_094_B01,-0.5572748,-1.3014473,2.1668673,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_094_C01,-0.7595522,0.39755234,-2.2909446,1.0,0.30389891222492366,0.24944590880211345
F1S4_161026_094_D01,-0.45150197,1.2660346,-3.7255197,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_094_E01,-1.9887421,-2.717936,1.7409408,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_094_F01,-0.5749061,-1.2053114,2.0319955,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_094_G01,-0.67220443,-1.5159527,1.9187083,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_095_A01,-0.5471621,1.5972476,-2.2885966,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_095_B01,-0.88402545,-2.6074646,2.3456986,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_095_C01,-0.6440364,-0.38864708,-2.236146,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_095_D01,-0.34186482,0.23840296,0.1429926,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_095_E01,-0.79198515,-2.1238413,2.110712,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_095_F01,-0.7582802,-0.75109005,0.8532891,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_095_G01,-0.113906376,1.0344225,1.5563483,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_096_A01,-0.6264399,-0.9704418,1.8563197,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_096_B01,-0.53447646,-1.3667886,2.250087,0.5,0.5,0.5
F1S4_161026_096_C01,-0.57841796,-0.13898458,-0.28068018,0.20247176390180455,0.29509650960053385,1.0
F1S4_161026_096_D01,-0.77519804,-1.96333,2.0082073,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_096_E01,-0.9045287,-1.9722341,1.5392127,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_096_F01,-0.42984855,0.7238149,-3.4601521,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_096_G01,-0.4384489,-0.2717758,-1.2785331,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_096_H01,-5.180185,-1.4611579,3.9105473,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_097_A01,-0.6659377,-0.07299241,0.9859898,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_097_B01,-0.6144058,-0.81807804,2.0561771,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_097_C01,-0.8351339,-1.1075706,1.4125113,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_097_D01,-0.54270035,1.3496091,-3.1695278,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_097_E01,-0.59605277,-1.2246429,2.2346575,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_097_F01,-0.4007675,-0.03383938,-1.6930383,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_097_G01,-0.5973628,-1.2724396,2.3190079,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_098_B01,-0.8357878,-0.36630443,-0.3956311,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_098_C01,-1.038386,-3.5952668,1.5698692,0.3063233353409832,0.3682593073420669,1.0
F1S4_161026_098_D01,-0.6549845,-1.2251028,2.074494,1.0,0.32223126390703194,0.4481309303448203
F1S4_161026_098_E01,-0.6187863,0.6290071,-0.056266528,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_098_F01,-0.7805454,-1.3731874,1.2349962,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_098_G01,-0.5365428,1.3570462,-2.6516032,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_099_B01,-1.1556402,-1.4885836,-0.24384554,0.11589191808959907,0.3386778716244373,1.0
F1S4_161026_099_C01,-0.58529156,-1.3004973,2.3163004,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_099_D01,-1.2200958,-0.50015736,-0.7392959,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_099_E01,-0.8533118,-1.8165315,1.4421315,1.0,0.24314639860041562,0.2796108519607472
F1S4_161026_099_F01,-0.511997,0.36209324,-0.15893503,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_099_G01,-0.861859,-3.0904233,1.8082443,0.3752994204082968,0.30503819657948156,1.0
F1S4_161026_099_H01,-5.514923,-1.533398,4.1287923,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_100_A01,-0.49503684,0.2386302,1.4079984,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_100_B01,0.307945,2.6779637,-4.6036687,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_100_D01,1.0376817,-1.4618382,2.0753868,0.20184020243018944,0.42412570409940353,1.0
F1S4_161026_100_E01,2.29399,-1.1453111,0.0019252308,0.3619532524221061,0.21750098714953908,1.0
F1S4_161026_100_F01,0.032292392,1.1800299,1.2843729,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_100_G01,0.38502765,2.7974079,-3.2209585,0.38157323641473184,0.3184396497290939,1.0
F1S4_161026_101_B01,-0.5269304,0.2801623,-0.10498078,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_101_C01,-0.4751409,1.4368945,-3.1975834,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_101_D01,-0.4666756,0.77647936,0.20119177,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_101_E01,-0.15868028,0.79363173,0.8945607,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_101_F01,-0.35819888,1.631504,-2.1806464,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_101_G01,-0.10700841,2.3706844,-3.3618686,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_101_H01,0.7278981,2.2019331,1.1033101,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_102_A01,-0.06597265,1.2109451,1.2236239,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_102_B01,-1.0263143,-3.753529,1.106869,0.3752994204082968,0.30503819657948156,1.0
F1S4_161026_102_C01,-0.79648393,-0.304666,-0.42805794,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_102_D01,-0.2839504,0.59017134,0.2682676,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_102_E01,-0.80807674,-1.7274517,1.8109056,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_102_F01,-0.62019765,-0.50029814,1.4713336,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_102_H01,-5.4008207,-1.4760611,4.0683274,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_103_A01,-0.6007291,-1.5153667,2.3869364,0.143502626786787,0.2633268666155584,1.0
F1S4_161026_103_B01,-0.21196988,2.0682151,-2.9939952,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_103_C01,-1.0114516,-1.5253822,-0.34304988,1.0,0.30389891222492366,0.24944590880211345
F1S4_161026_103_D01,-0.63655126,-0.97203904,1.9138607,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_103_E01,-0.13209501,1.0221748,1.5267484,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_103_F01,2.2127054,-0.6999904,-0.46530345,0.3295081362657007,0.3094173487994324,1.0
F1S4_161026_103_G01,-0.6152246,-0.069191426,0.51736385,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_103_H01,-0.80328166,-1.5385339,2.6034365,0.5,0.5,0.5
F1S4_161026_104_B01,-0.5886649,-1.6541938,2.3907228,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_104_C01,-0.60362613,0.5173155,0.90341103,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_104_D01,-0.5581907,-1.4830037,2.2272763,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_104_E01,-0.9444315,-0.5526527,0.6327505,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_104_F01,-0.3941104,0.2281045,1.1145122,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_104_G01,-1.1028248,-1.5931337,-0.48603925,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_104_H01,-5.3064804,-1.480918,4.005446,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_105_A01,-0.70313114,0.6990972,-2.8821409,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_105_B01,-0.7609387,-0.54584336,0.6301574,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_105_C01,-0.56824315,-0.87228984,1.9547925,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_105_D01,-0.5630916,-0.28371012,1.9425282,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_105_E01,-1.6218499,-2.8987625,1.9900984,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_105_F01,-0.9445739,-3.528158,1.403064,0.3752994204082968,0.30503819657948156,1.0
F1S4_161026_105_G01,-0.81690305,-0.7087643,2.501309,0.35092257965898854,0.17045809644214782,1.0
F1S4_161026_105_H01,-0.80767417,-1.4589307,2.2838624,0.18064387085652425,1.0,0.2992979742094791
F1S4_161026_106_A01,-0.7088199,0.5564059,-2.2333055,1.0,0.2892711929674898,0.13132775977937686
F1S4_161026_106_B01,-1.3650954,-3.0285327,1.1720872,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_106_D01,-0.975909,-1.4414321,0.0020489197,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_106_E01,-0.14703874,2.2101073,-4.29033,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_106_F01,0.4326847,2.9278057,-4.8311486,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_106_G01,-0.35053095,-0.16850586,-1.6234021,0.20365394229135414,0.23002135443414495,1.0
F1S4_161026_107_A01,-1.1582966,-1.3552245,0.5791591,1.0,0.24314639860041562,0.2796108519607472
F1S4_161026_107_C01,-0.45251134,0.55814844,1.0966841,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_107_D01,-0.4230407,0.60345316,1.3514531,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_107_E01,0.33439815,2.7507381,-4.611252,1.0,0.3373796031870022,0.3326952827850527
F1S4_161026_107_F01,-1.0088353,-0.19186789,-1.5818621,1.0,0.30389891222492366,0.24944590880211345
F1S4_161026_107_G01,3.3485956,-1.7130831,0.475516,0.3284121381643084,0.303365501051284,1.0
F1S4_161026_108_A01,-0.79211766,1.1604384,-1.4881191,1.0,0.4540888664151993,0.35535316272574646
F1S4_161026_108_B01,-1.2062305,-2.9177032,1.8922123,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_108_C01,-0.34394136,0.28378505,-0.7545239,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_108_D01,-0.3229895,1.583562,-4.046166,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_108_E01,-0.7127233,-0.18547618,-0.13930042,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_108_F01,-0.32755715,1.7552106,-3.1813529,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_108_G01,-0.23840012,-0.023026556,-1.8770218,0.24916147556661872,0.17007382535117566,1.0
F1S4_161026_109_A01,-1.1067715,-3.7060452,1.7425896,0.3752994204082968,0.30503819657948156,1.0
F1S4_161026_109_B01,-0.5085258,1.2821832,-3.5755715,1.0,0.3188378421543415,0.13677091117162013
F1S4_161026_109_C01,0.16037919,2.4339862,-4.2188363,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_109_D01,0.42924553,2.9093993,-5.177662,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_109_E01,0.25004247,2.3550165,-3.630598,1.0,0.15353644527172117,0.49043768511184704
F1S4_161026_109_F01,-1.2099342,1.7874017,-1.5888343,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_109_G01,-1.179111,1.7137241,-1.6511726,1.0,0.47033067190698874,0.4447113822531096
F1S4_161026_110_A01,-0.03802246,1.788427,-2.7124527,1.0,0.15353644527172117,0.49043768511184704
F1S4_161026_110_B01,-0.29208758,0.28579938,-1.4067703,0.5,0.5,0.5
F1S4_161026_110_C01,-0.71405756,1.1285765,-1.3527211,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_110_F01,-0.71886754,-0.96870744,1.0371886,1.0,0.15802967952538838,0.20075449686377198
F1S4_161026_110_G01,-0.40537906,0.47186586,-1.4077028,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_111_B01,-0.6280656,0.7944447,-3.0265298,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_111_C01,-0.12791857,1.5771886,-2.3769011,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_111_D01,-0.41704085,0.2146409,-0.50532854,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_111_E01,-1.2091552,1.6780646,-1.5662025,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_111_F01,-1.006865,-1.351622,-1.5908049,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_111_G01,-1.724081,-3.2565496,1.2206149,0.4673566342119264,0.19846600483714322,1.0
F1S4_161026_112_A01,-0.6574507,-0.60385615,1.434269,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_112_B01,-2.0011263,-2.810846,1.7326063,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_112_D01,-0.21389015,1.1263535,0.83643967,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_112_E01,-0.7097804,-0.029064156,0.6454706,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_112_F01,0.76262444,-1.0786449,1.7167577,0.20247176390180455,0.29509650960053385,1.0
F1S4_161026_112_G01,-0.9189058,-3.4445295,1.3223506,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_112_H01,-5.380167,-1.4822972,4.0506916,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_113_A01,-0.82522863,-0.55589753,-1.7911035,1.0,0.15353644527172117,0.49043768511184704
F1S4_161026_113_B01,-0.8957257,-0.55214745,0.21613565,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_113_C01,-0.18437916,1.5649477,-3.5236983,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_113_D01,-0.106298804,2.2440352,-3.9100506,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_113_F01,-0.5087589,1.4574846,-3.158883,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_113_G01,-1.2402476,1.3974358,-1.1333802,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_114_A01,-0.79206496,-2.3859782,1.6744514,0.3063233353409832,0.3682593073420669,1.0
F1S4_161026_114_B01,-0.074758336,2.0436175,-4.520548,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_114_D01,-0.24601868,1.2480596,0.0400834,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_114_E01,-0.03720913,2.0360622,-4.3369794,1.0,0.3188378421543415,0.13677091117162013
F1S4_161026_114_F01,-0.90266275,0.8898939,-1.3666577,1.0,0.47033067190698874,0.4447113822531096
F1S4_161026_114_G01,-1.0113308,-1.8652209,1.3872174,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_115_A01,0.24949555,2.7807932,-4.1379666,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_115_B01,-0.3954654,-0.1654132,-1.7201041,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_115_C01,-0.9712956,-3.7116525,1.4591842,0.33386238417064407,0.27271270399160585,1.0
F1S4_161026_115_D01,-0.64063066,0.25856948,-0.642646,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_115_E01,-1.0017143,-3.8165073,1.2218717,0.33386238417064407,0.27271270399160585,1.0
F1S4_161026_115_F01,0.08250882,2.4438581,-3.9960046,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_115_G01,-0.057018336,2.4540303,-3.9400866,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_116_A01,-1.2680483,1.4356438,-1.0102205,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_116_C01,1.4330937,-0.82419974,1.9516674,0.20247176390180455,0.29509650960053385,1.0
F1S4_161026_116_E01,-0.9698782,-3.6631224,1.0914528,0.23103785700934135,0.4055090585702855,1.0
F1S4_161026_116_G01,-0.4717844,1.147803,-3.7192798,0.43798152839956483,0.3423912271765803,1.0
F1S4_161026_117_A01,-0.5618321,0.9301451,-3.1614504,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_117_B01,-0.45494458,1.3925592,-3.89245,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_117_C01,-1.1721308,1.4771367,-1.5992173,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_117_E01,0.31738308,2.7727544,-4.6346574,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_117_F01,-0.36421728,1.3946939,-2.7790163,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_117_G01,-1.2047998,1.69427,-1.5286238,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_118_A01,-0.16474666,1.953661,-3.0112333,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_118_B01,-0.035213266,2.0055053,-2.2549944,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_118_C01,-0.9854951,-2.5894063,1.257695,0.24916147556661872,0.17007382535117566,1.0
F1S4_161026_118_E01,-0.9830238,-0.6161463,-3.0205789,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_118_F01,-0.44071442,1.5419753,-2.423648,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_119_A01,-0.4524611,1.0024172,-1.6238015,1.0,0.15353644527172117,0.49043768511184704
F1S4_161026_119_C01,-0.46276945,0.20785032,-0.08785551,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_119_D01,-0.33380678,0.023340315,-1.7193034,0.24916147556661872,0.17007382535117566,1.0
F1S4_161026_119_E01,-1.0382303,-3.4406962,1.7453263,0.3063233353409832,0.3682593073420669,1.0
F1S4_161026_119_F01,-0.93219,-0.083237015,-3.697157,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_120_A01,-0.489451,-1.4039496,1.9631771,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_120_C01,-0.3475881,1.8991355,-2.0201886,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_120_D01,-0.978747,-1.4304355,0.022840118,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_120_E01,-0.9458872,-3.6926043,1.2331997,0.23103785700934135,0.4055090585702855,1.0
F1S4_161026_120_F01,0.6125621,3.1519237,-5.0662527,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_120_G01,-0.7379075,-1.6434976,1.6723757,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_121_A01,-1.3021176,-3.1314175,1.340878,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_121_B01,-0.6958473,1.0574526,-1.4987175,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_121_C01,-1.3370142,-2.913203,0.99701923,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_121_D01,1.1645889,-0.6647147,1.4654639,0.20247176390180455,0.29509650960053385,1.0
F1S4_161026_121_E01,-1.1774429,-1.9991342,2.1361678,0.35092257965898854,0.17045809644214782,1.0
F1S4_161026_121_G01,-0.6121146,0.021573517,1.3950796,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_122_C01,-0.06469872,1.4015101,0.64854074,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_122_D01,-1.0028934,-3.5991774,1.5094875,0.23103785700934135,0.4055090585702855,1.0
F1S4_161026_122_E01,-0.84563273,-0.40644467,-0.47948587,1.0,0.32223126390703194,0.4481309303448203
F1S4_161026_122_F01,-1.2461498,-1.559681,-1.5763749,1.0,0.1427311340244346,0.3642226492586331
F1S4_161026_122_G01,-0.3915281,0.5201298,1.5428758,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_122_H01,-1.3669417,-2.260768,2.4952552,0.18064387085652425,1.0,0.2992979742094791
F1S4_161026_123_A01,-0.78312254,0.97955066,-1.1504322,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_123_B01,-1.1053632,-2.9772325,1.8306009,0.35092257965898854,0.17045809644214782,1.0
F1S4_161026_123_C01,-0.00825817,-0.33266625,-1.2012669,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_123_D01,-0.1166866,1.9871081,-4.326203,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_123_E01,0.062094837,2.1217787,-1.8027694,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_123_F01,-1.2463533,-3.4996471,1.4948996,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_123_G01,-0.45797405,1.1749299,-2.0000885,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_124_A01,-0.9546885,-3.6066399,1.0420487,0.3752994204082968,0.30503819657948156,1.0
F1S4_161026_124_B01,-0.90752465,-3.605131,1.0102807,0.4737184211638422,0.3628519782569265,1.0
F1S4_161026_124_C01,-0.8449597,0.3194992,-0.5553431,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_124_D01,-0.8396534,0.35538423,-1.0464243,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_124_E01,-1.3872247,-0.1140321,1.3236406,1.0,0.4540888664151993,0.35535316272574646
F1S4_161026_124_F01,-0.9919073,-0.7460544,1.7613008,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_124_G01,-0.90502334,-2.5136404,1.453087,0.24916147556661872,0.17007382535117566,1.0
F1S4_161026_125_C01,-1.047816,-3.533732,1.4568936,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_125_D01,-1.1737019,-3.474288,1.6696143,0.18356713262091537,0.4108624029025941,1.0
F1S4_161026_125_E01,-0.92620885,-0.37356168,-1.8723124,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_125_G01,-0.6925901,-1.4714624,1.8515283,1.0,0.4830966758414831,0.11485021243592852
F1S4_161026_125_H01,-1.9638388,-3.4376898,4.282665,0.28276695447006667,1.0,0.433867236810063
F1S4_161026_126_B01,-0.70773244,-0.10884437,0.74439716,1.0,0.15802967952538838,0.20075449686377198
F1S4_161026_126_C01,-0.7868136,-1.2020019,1.2634864,1.0,0.32223126390703194,0.4481309303448203
F1S4_161026_126_D01,-0.5465209,-1.4870747,1.9123994,1.0,0.32223126390703194,0.4481309303448203
F1S4_161026_126_E01,-1.1166608,0.99496675,-1.238624,1.0,0.4540888664151993,0.35535316272574646
F1S4_161026_126_F01,2.9534845,-0.8098408,-0.3314822,0.4438273225560967,0.28036340820407135,1.0
F1S4_161026_126_G01,-0.6779254,-0.40871125,-0.04072155,1.0,0.32223126390703194,0.4481309303448203
F1S4_161026_126_H01,-5.398421,-1.4585648,4.0563054,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_127_A01,-1.2112517,-1.3001888,-1.7819864,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_127_B01,-0.543041,1.4456369,-2.2995758,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_127_C01,-1.7362505,-0.83813345,0.0873926,1.0,0.4979394537485592,0.47230914960731507
F1S4_161026_127_D01,-1.1484134,-1.199589,-1.227447,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_127_G01,-0.6789694,0.92180884,-1.228305,1.0,0.15802967952538838,0.20075449686377198
F1S4_161026_127_H01,-1.0820376,-1.7689747,1.5769447,0.18064387085652425,1.0,0.2992979742094791
F1S4_161026_128_A01,-0.52547175,1.5235282,-1.999472,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_128_B01,-0.85651934,-1.1290703,0.92185605,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_128_C01,-1.0005301,-0.7681619,-1.0205283,1.0,0.11533126491095849,0.18552008485746108
F1S4_161026_128_D01,-0.56688404,-1.2528929,1.9833504,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_128_E01,-1.0969503,-1.4865223,-0.54454255,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_128_G01,-1.221521,1.3431362,-1.2984985,1.0,0.4540888664151993,0.35535316272574646
F1S4_161026_128_H01,-1.185215,-2.7285311,2.809199,0.41333258828085595,1.0,0.28123283104890284
F1S4_161026_129_A01,-0.39209542,0.7770226,-1.8843918,1.0,0.15353644527172117,0.49043768511184704
F1S4_161026_129_B01,-0.6602109,-0.40234628,-0.85890937,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_129_C01,-0.5259138,0.7162119,-2.0918367,1.0,0.15802967952538838,0.20075449686377198
F1S4_161026_129_D01,-1.0724244,-1.0559125,-2.0324318,1.0,0.27544609383891744,0.2886519749131465
F1S4_161026_129_E01,0.4359151,0.3786163,-0.63622814,0.4737184211638422,0.3628519782569265,1.0
F1S4_161026_129_F01,-0.60682964,1.396498,-2.7847815,1.0,0.18265072867954016,0.41425121641367113
F1S4_161026_129_G01,-0.4524682,0.07067765,-0.9203276,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_130_A01,-1.3246205,-3.1862247,0.42938212,0.3169031586903167,0.3125572664741326,1.0
F1S4_161026_130_C01,-0.72075367,0.93664443,-1.5121807,1.0,0.15802967952538838,0.20075449686377198
F1S4_161026_130_D01,-0.79147905,-1.020568,0.9941594,1.0,0.4632893908800042,0.32263441783569236
F1S4_161026_130_E01,-0.9235035,-3.647407,1.487314,0.33386238417064407,0.27271270399160585,1.0
F1S4_161026_130_F01,-1.2437803,1.1507485,-1.1367049,1.0,0.47033067190698874,0.4447113822531096
