,x,y,z,r,g,b
361,1.4705864,-3.3518815,8.482312,0.47320261437908495,0.43267973856209146,0.6993464052287581
362,1.7377386,-5.430359,5.571148,0.1271049596309112,0.4401845444059977,0.7074971164936563
363,1.0708572,-5.104979,5.456458,0.1271049596309112,0.4401845444059977,0.7074971164936563
364,-0.6685598,-4.93813,6.080471,0.9137254901960784,0.3686274509803921,0.050980392156862744
365,-0.6317866,-4.5138874,6.024777,0.9137254901960784,0.3686274509803921,0.050980392156862744
366,2.8699434,-8.484777,6.5851927,0.17139561707035755,0.581514801999231,0.2979008073817762
367,2.8203576,-8.543849,6.66781,0.17139561707035755,0.581514801999231,0.2979008073817762
368,2.1900232,-7.6310973,6.985609,0.17139561707035755,0.581514801999231,0.2979008073817762
369,2.5449402,-8.096327,8.249713,0.17139561707035755,0.581514801999231,0.2979008073817762
370,1.9528825,-7.841236,6.9982576,0.17139561707035755,0.581514801999231,0.2979008073817762
371,2.8939688,-8.677589,6.817047,0.17139561707035755,0.581514801999231,0.2979008073817762
372,1.0646529,-6.3121185,4.904011,0.5573241061130334,0.8164244521337947,0.546958861976163
373,2.4153242,-7.944289,7.8012853,0.17139561707035755,0.581514801999231,0.2979008073817762
374,1.0050722,-7.2804756,6.8231997,0.17139561707035755,0.581514801999231,0.2979008073817762
375,-1.034158,-4.1107626,6.0244846,0.9137254901960784,0.3686274509803921,0.050980392156862744
376,-2.2682536,-2.342452,6.4372916,0.6403844675124952,0.05720876585928489,0.08149173394848133
377,-2.3404145,-2.384072,6.524327,0.9835755478662053,0.4127950788158401,0.28835063437139563
378,2.6382227,-7.390856,7.284545,0.17139561707035755,0.581514801999231,0.2979008073817762
379,-1.2165003,-3.9384356,6.0212045,0.9137254901960784,0.3686274509803921,0.050980392156862744
380,-2.2554712,-1.9067575,6.674956,0.9835755478662053,0.4127950788158401,0.28835063437139563
381,3.1271484,-7.9282875,7.580156,0.17139561707035755,0.581514801999231,0.2979008073817762
382,-2.9617085,-3.048934,5.838423,0.9344867358708189,0.2286812764321415,0.17139561707035755
383,-2.1995664,-1.9976783,6.587912,0.9835755478662053,0.4127950788158401,0.28835063437139563
384,2.0240178,-8.007027,7.387009,0.17139561707035755,0.581514801999231,0.2979008073817762
385,1.9830972,-7.380606,7.422481,0.17139561707035755,0.581514801999231,0.2979008073817762
386,3.1426232,-8.393366,7.8575916,0.17139561707035755,0.581514801999231,0.2979008073817762
387,1.2211738,-7.7799716,6.322704,0.17139561707035755,0.581514801999231,0.2979008073817762
388,-0.68600214,-4.687691,6.0698023,0.9914186851211073,0.550726643598616,0.23277201076509035
389,2.8784127,-7.951172,7.161793,0.17139561707035755,0.581514801999231,0.2979008073817762
390,2.6224704,-7.631078,7.633939,0.17139561707035755,0.581514801999231,0.2979008073817762
391,1.2630396,-3.1610837,8.587967,0.47320261437908495,0.43267973856209146,0.6993464052287581
